"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensg","gene","desc"
"ENSMUSG00000021215",329.569248973051,-1.00608667203348,0.23900504615772,-4.20947878803179,2.55960470367023e-05,0.000175678430015303,"ENSMUSG00000021215","Net1","neuroepithelial cell transforming gene 1 [Source:MGI Symbol;Acc:MGI:1927138]"
"ENSMUSG00000021217",289.460167542432,-0.124002271565292,0.201855767106403,-0.614311264636435,0.539009660166066,0.654759766143031,"ENSMUSG00000021217","Tshz3","teashirt zinc finger family member 3 [Source:MGI Symbol;Acc:MGI:2442819]"
"ENSMUSG00000021218",1583.98000577372,-1.08695407589945,0.194026555865873,-5.6020892142766,2.11783496624039e-08,3.36671282221072e-07,"ENSMUSG00000021218","Gdi2","guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]"
"ENSMUSG00000021219",209.153646878014,-0.648073770797835,0.288580570712206,-2.24572904959753,0.0247213682881809,0.0596865189187879,"ENSMUSG00000021219","Rgs6","regulator of G-protein signaling 6 [Source:MGI Symbol;Acc:MGI:1354730]"
"ENSMUSG00000021221",50.185593047064,0.474894459452553,0.502028690327192,0.945950836281977,0.344173662693568,0.47404424989511,"ENSMUSG00000021221","Dpf3","D4, zinc and double PHD fingers, family 3 [Source:MGI Symbol;Acc:MGI:1917377]"
"ENSMUSG00000021222",83.4176294032098,0.254738236470641,0.30232831068405,0.842588098660919,0.399458849476907,0.52799662549883,"ENSMUSG00000021222","Dcaf4","DDB1 and CUL4 associated factor 4 [Source:MGI Symbol;Acc:MGI:1921078]"
"ENSMUSG00000021223",8.23158104940534,0.741106816586691,0.902550708250627,0.821124851835908,0.411575155609943,0.539390318810752,"ENSMUSG00000021223","Papln","papilin, proteoglycan-like sulfated glycoprotein [Source:MGI Symbol;Acc:MGI:2386139]"
"ENSMUSG00000021224",327.743856816532,0.421039112470481,0.223298688676656,1.88554225269168,0.0593566654984531,0.121046120045454,"ENSMUSG00000021224","Numb","NUMB endocytic adaptor protein [Source:MGI Symbol;Acc:MGI:107423]"
"ENSMUSG00000021226",57.1637057575344,-1.09475193930063,0.37332158578007,-2.93246354081857,0.00336284404635778,0.0114498972869907,"ENSMUSG00000021226","Acot2","acyl-CoA thioesterase 2 [Source:MGI Symbol;Acc:MGI:2159605]"
"ENSMUSG00000021234",78.2281296999414,0.481557201552983,0.358663317107671,1.34264414168795,0.179387229846382,0.288960729994599,"ENSMUSG00000021234","Fam161b","family with sequence similarity 161, member B [Source:MGI Symbol;Acc:MGI:2443027]"
"ENSMUSG00000021235",45.0215047005149,1.11582309976809,0.403973752209383,2.76211781994625,0.0057427750827844,0.0177917310045503,"ENSMUSG00000021235","Coq6","coenzyme Q6 monooxygenase [Source:MGI Symbol;Acc:MGI:1924408]"
"ENSMUSG00000021236",120.73153075198,0.272664410537545,0.247361264251163,1.1022922742693,0.270334627008054,0.396420706012243,"ENSMUSG00000021236","Entpd5","ectonucleoside triphosphate diphosphohydrolase 5 [Source:MGI Symbol;Acc:MGI:1321385]"
"ENSMUSG00000021238",158.643113895414,0.901666950940015,0.244583607931777,3.68653876097667,0.000227324831133123,0.0011663499272348,"ENSMUSG00000021238","Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1 [Source:MGI Symbol;Acc:MGI:1915077]"
"ENSMUSG00000021240",38.2215455807697,0.849523946062734,0.412801891061892,2.05794586811949,0.039595330006024,0.0871790788455696,"ENSMUSG00000021240","Abcd4","ATP-binding cassette, sub-family D (ALD), member 4 [Source:MGI Symbol;Acc:MGI:1349217]"
"ENSMUSG00000021241",68.2587134474518,0.368116833565447,0.335702120471,1.09655796349743,0.272834671932306,0.399052306200494,"ENSMUSG00000021241","Isca2","iron-sulfur cluster assembly 2 [Source:MGI Symbol;Acc:MGI:1921566]"
"ENSMUSG00000021242",142.688853339827,-0.864073314411567,0.28558822673608,-3.02559151085062,0.00248147300725898,0.00889861692366664,"ENSMUSG00000021242","Npc2","NPC intracellular cholesterol transporter 2 [Source:MGI Symbol;Acc:MGI:1915213]"
"ENSMUSG00000021243",327.026196305015,-1.33041803418836,0.432509611197233,-3.07604270459013,0.0020976779904556,0.00774281576901176,"ENSMUSG00000021243","Fcf1","FCF1 rRNA processing protein [Source:MGI Symbol;Acc:MGI:1920986]"
"ENSMUSG00000021244",4987.88871381128,1.27295334345463,0.200795730442524,6.33954387699991,2.30446380888194e-10,6.03965263887669e-09,"ENSMUSG00000021244","Ylpm1","YLP motif containing 1 [Source:MGI Symbol;Acc:MGI:1926195]"
"ENSMUSG00000021245",316.949729565819,-0.415331208707412,0.23452102973594,-1.77097639889718,0.0765646264726935,0.147857947225219,"ENSMUSG00000021245","Mlh3","mutL homolog 3 [Source:MGI Symbol;Acc:MGI:1353455]"
"ENSMUSG00000021248",294.902088208477,-1.22693828578856,0.238395331438227,-5.14665399857666,2.65173782323118e-07,3.18021136821436e-06,"ENSMUSG00000021248","Tmed10","transmembrane p24 trafficking protein 10 [Source:MGI Symbol;Acc:MGI:1915831]"
"ENSMUSG00000021250",1085.29782098488,1.62984335256261,0.203770139545242,7.99844057721097,1.26004806062405e-15,1.01788192326955e-13,"ENSMUSG00000021250","Fos","FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]"
"ENSMUSG00000021252",104.839262948128,0.000437182180466531,0.45666743895248,0.00095733162291876,0.999236159995179,0.999604311258902,"ENSMUSG00000021252","Erg28","ergosterol biosynthesis 28 [Source:MGI Symbol;Acc:MGI:1915571]"
"ENSMUSG00000021253",40.7984089209972,-0.464953442126918,0.400966320971728,-1.15958228361953,0.246218917515207,0.368459879209265,"ENSMUSG00000021253","Tgfb3","transforming growth factor, beta 3 [Source:MGI Symbol;Acc:MGI:98727]"
"ENSMUSG00000021254",183.91696061464,-0.0311608888430931,0.22128614542524,-0.140817170380061,0.888014378228602,0.923807141672912,"ENSMUSG00000021254","Gpatch2l","G patch domain containing 2 like [Source:MGI Symbol;Acc:MGI:1917623]"
"ENSMUSG00000021256",187.343764295563,0.663999838963659,0.246223207833932,2.69673945362413,0.00700220337103565,0.0210453648362143,"ENSMUSG00000021256","Vash1","vasohibin 1 [Source:MGI Symbol;Acc:MGI:2442543]"
"ENSMUSG00000021257",26.0221766973222,1.17168150090187,0.477426821877109,2.45415935429673,0.0141214387408095,0.0376128413469157,"ENSMUSG00000021257","Angel1","angel homolog 1 [Source:MGI Symbol;Acc:MGI:1915987]"
"ENSMUSG00000021258",475.368227652806,0.426166231852152,0.194657115643929,2.18931751065142,0.0285737705046479,0.067164295690848,"ENSMUSG00000021258","Ccnk","cyclin K [Source:MGI Symbol;Acc:MGI:1276106]"
"ENSMUSG00000021259",325.29941014258,0.126705583234492,0.230659872655747,0.549317840921539,0.582787345851793,0.693967284210502,"ENSMUSG00000021259","Cyp46a1","cytochrome P450, family 46, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1341877]"
"ENSMUSG00000021260",98.1511865957788,0.963732124237142,0.331870312265203,2.9039419575048,0.00368496468241407,0.0123798763990234,"ENSMUSG00000021260","Hhipl1","hedgehog interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1919265]"
"ENSMUSG00000021262",658.67112185285,0.421851357568858,0.170112085297909,2.47984355038674,0.013144004029192,0.0353702673340555,"ENSMUSG00000021262","Evl","Ena-vasodilator stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:1194884]"
"ENSMUSG00000021264",345.330599430182,-0.878561861400384,0.297855420302439,-2.94962522591766,0.00318159608331306,0.0109156806740101,"ENSMUSG00000021264","Yy1","YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]"
"ENSMUSG00000021265",5.57817819919489,0.0154107572349172,0.901918642440621,0.0170866378736947,0.986367498789822,0.991846912345057,"ENSMUSG00000021265","Slc25a29","solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29 [Source:MGI Symbol;Acc:MGI:2444911]"
"ENSMUSG00000021266",290.810129876767,0.026086349043779,0.325470565194538,0.0801496412684413,0.936118241685107,0.958306871271971,"ENSMUSG00000021266","Wars","tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630]"
"ENSMUSG00000021270",8340.16173386782,-1.35702388177993,0.393041346560148,-3.45262373451658,0.00055516279557084,0.00251313441569514,"ENSMUSG00000021270","Hsp90aa1","heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]"
"ENSMUSG00000021271",76.4772782310714,1.09181555801697,0.323811896771802,3.37175863179108,0.000746898742424998,0.00323235490186859,"ENSMUSG00000021271","Zfp839","zinc finger protein 839 [Source:MGI Symbol;Acc:MGI:1920055]"
"ENSMUSG00000021273",452.627524394536,-0.869634901871085,0.227095916249252,-3.82937269958041,0.000128470318096391,0.000711012245608073,"ENSMUSG00000021273","Fdft1","farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]"
"ENSMUSG00000021275",252.945666123989,0.757702046674312,0.211478650555902,3.58287725348438,0.000339830317950688,0.0016479113065345,"ENSMUSG00000021275","Tecpr2","tectonin beta-propeller repeat containing 2 [Source:MGI Symbol;Acc:MGI:2144865]"
"ENSMUSG00000021276",261.772252344372,-0.693751210288199,0.235106719565798,-2.95079277857068,0.00316959487192222,0.0108800050521406,"ENSMUSG00000021276","Cinp","cyclin-dependent kinase 2 interacting protein [Source:MGI Symbol;Acc:MGI:1914486]"
"ENSMUSG00000021277",199.942324340501,0.206105787139639,0.222178110453054,0.927660185422221,0.353583867384743,0.483604128915502,"ENSMUSG00000021277","Traf3","TNF receptor-associated factor 3 [Source:MGI Symbol;Acc:MGI:108041]"
"ENSMUSG00000021279",2663.95652480241,0.0445318999980537,0.265659930713181,0.16762746221647,0.866876365167115,0.908430222578831,"ENSMUSG00000021279","Cdc42bpb","CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459]"
"ENSMUSG00000021280",8.17316541386538,0.146126304073488,0.82345296418741,0.177455556575337,0.859150571852661,0.90277307766809,"ENSMUSG00000021280","Exoc3l4","exocyst complex component 3-like 4 [Source:MGI Symbol;Acc:MGI:1921363]"
"ENSMUSG00000021281",23.6765812606656,-0.614699899956685,0.45798079546778,-1.34219579956149,0.179532518079131,0.289126152484256,"ENSMUSG00000021281","Tnfaip2","tumor necrosis factor, alpha-induced protein 2 [Source:MGI Symbol;Acc:MGI:104960]"
"ENSMUSG00000021282",1721.41143632469,-1.01350461055976,0.323738762591719,-3.13062483604391,0.00174434843439053,0.00662413268399604,"ENSMUSG00000021282","Eif5","eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309]"
"ENSMUSG00000021285",338.972900197573,-0.0596438250144493,0.197766530597834,-0.301587052339697,0.762966879419114,0.833644938027677,"ENSMUSG00000021285","Ppp1r13b","protein phosphatase 1, regulatory subunit 13B [Source:MGI Symbol;Acc:MGI:1336199]"
"ENSMUSG00000021286",11.8867745606729,-0.354482315659285,0.598508933956011,-0.592275729814484,0.553665965289861,0.668436562452215,"ENSMUSG00000021286","Zfyve21","zinc finger, FYVE domain containing 21 [Source:MGI Symbol;Acc:MGI:1915770]"
"ENSMUSG00000021287",12.0700535590115,2.5169986242729,0.762888517191609,3.29930070718409,0.000969260226647192,0.00401914381092311,"ENSMUSG00000021287","Xrcc3","X-ray repair complementing defective repair in Chinese hamster cells 3 [Source:MGI Symbol;Acc:MGI:1921585]"
"ENSMUSG00000021288",3562.99101180094,-0.101941656321886,0.203038465446654,-0.502080510201008,0.615610889197722,0.721513108313185,"ENSMUSG00000021288","Klc1","kinesin light chain 1 [Source:MGI Symbol;Acc:MGI:107978]"
"ENSMUSG00000021290",175.319649510404,-0.437019437659287,0.397385855730547,-1.09973576401173,0.271447267395278,0.397622799110735,"ENSMUSG00000021290","Atp5mpl","ATP synthase membrane subunit 6.8PL [Source:MGI Symbol;Acc:MGI:1917507]"
"ENSMUSG00000021294",16.9114174362528,0.908590052304123,0.601427630201704,1.51072216618881,0.130859252442714,0.226398013401592,"ENSMUSG00000021294","Kif26a","kinesin family member 26A [Source:MGI Symbol;Acc:MGI:2447072]"
"ENSMUSG00000021301",1249.22327384925,0.176152111542602,0.198374296282069,0.887978507518591,0.374552312450238,0.504106492894263,"ENSMUSG00000021301","Hecw1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2444115]"
"ENSMUSG00000021302",141.346220134246,-0.130709702523701,0.25203563257984,-0.518615963884769,0.60402857444577,0.712016317328798,"ENSMUSG00000021302","Ggps1","geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724]"
"ENSMUSG00000021303",106.594118130213,-0.967212281060003,0.295097354292385,-3.27760404148415,0.00104692140468859,0.00428360608500672,"ENSMUSG00000021303","Gng4","guanine nucleotide binding protein (G protein), gamma 4 [Source:MGI Symbol;Acc:MGI:102703]"
"ENSMUSG00000021306",222.768702556203,0.148828119270289,0.32235648883472,0.461687989617595,0.644305085174854,0.743546071487462,"ENSMUSG00000021306","Gpr137b","G protein-coupled receptor 137B [Source:MGI Symbol;Acc:MGI:1891463]"
"ENSMUSG00000021311",157.0848875213,0.69784285331169,0.240622013361438,2.90016214045828,0.00372969676185532,0.0125023119108513,"ENSMUSG00000021311","Mtr","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:MGI Symbol;Acc:MGI:894292]"
"ENSMUSG00000021313",2450.1454296265,0.948820203346203,0.189878653423947,4.99698194734795,5.82345177381971e-07,6.34503862611368e-06,"ENSMUSG00000021313","Ryr2","ryanodine receptor 2, cardiac [Source:MGI Symbol;Acc:MGI:99685]"
"ENSMUSG00000021314",452.962134596549,-0.38013925409158,0.195327570974723,-1.94616280842796,0.0516351858738961,0.107914698579731,"ENSMUSG00000021314","Amph","amphiphysin [Source:MGI Symbol;Acc:MGI:103574]"
"ENSMUSG00000021318",203.742356115786,1.11202038299182,0.238788757032194,4.65692102430895,3.2097350022802e-06,2.81703210211788e-05,"ENSMUSG00000021318","Gli3","GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]"
"ENSMUSG00000021319",9.14927270918158,1.16771844387897,0.846536710106606,1.37940674035497,0.167769382224419,0.274166449280602,"ENSMUSG00000021319","Sfrp4","secreted frizzled-related protein 4 [Source:MGI Symbol;Acc:MGI:892010]"
"ENSMUSG00000021326",162.852053765483,-0.512560763294264,0.219311714727887,-2.33713353584521,0.0194322417473437,0.0489447335736434,"ENSMUSG00000021326","Trim27","tripartite motif-containing 27 [Source:MGI Symbol;Acc:MGI:97904]"
"ENSMUSG00000021327",234.457816741804,0.94998409803224,0.271013701905291,3.50529914669858,0.000456094495878871,0.00212562268316222,"ENSMUSG00000021327","Zkscan3","zinc finger with KRAB and SCAN domains 3 [Source:MGI Symbol;Acc:MGI:1919989]"
"ENSMUSG00000021338",392.535669490482,0.874206235917082,0.208887714611192,4.18505337924858,2.85099097607031e-05,0.00019265830508278,"ENSMUSG00000021338","Carmil1","capping protein regulator and myosin 1 linker 1 [Source:MGI Symbol;Acc:MGI:1915982]"
"ENSMUSG00000021339",139.493949327708,1.18363561482967,0.251962786249067,4.6976604460138,2.63158444947747e-06,2.36912403754019e-05,"ENSMUSG00000021339","Mrs2","MRS2 magnesium transporter [Source:MGI Symbol;Acc:MGI:2685748]"
"ENSMUSG00000021340",66.7753022004154,0.921051085866905,0.342673063754637,2.68784209583045,0.00719153953568009,0.0215191405634545,"ENSMUSG00000021340","Gpld1","glycosylphosphatidylinositol specific phospholipase D1 [Source:MGI Symbol;Acc:MGI:106604]"
"ENSMUSG00000021357",265.666186379929,-0.451945983160394,0.198902014333048,-2.2722041537681,0.0230741825142991,0.0564017108055679,"ENSMUSG00000021357","Exoc2","exocyst complex component 2 [Source:MGI Symbol;Acc:MGI:1913732]"
"ENSMUSG00000021359",11.4601313688907,1.96730476753121,0.870710755157538,2.25942398882538,0.0238570235937399,0.0580100297817197,"ENSMUSG00000021359","Tfap2a","transcription factor AP-2, alpha [Source:MGI Symbol;Acc:MGI:104671]"
"ENSMUSG00000021360",8.30743360244464,0.0747802569631257,0.719153592730323,0.103983707679491,0.917182277862279,0.945241524653329,"ENSMUSG00000021360","Gcnt2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme [Source:MGI Symbol;Acc:MGI:1100870]"
"ENSMUSG00000021361",43.8952245535851,-1.06327915964361,0.449496093526535,-2.36549143575781,0.018006159747769,0.0458753982290523,"ENSMUSG00000021361","Tmem14c","transmembrane protein 14C [Source:MGI Symbol;Acc:MGI:1913404]"
"ENSMUSG00000021363",16.4399379299927,0.388240166374725,0.538600315348433,0.720831672969898,0.471013085755613,0.594502942749926,"ENSMUSG00000021363","Mak","male germ cell-associated kinase [Source:MGI Symbol;Acc:MGI:96913]"
"ENSMUSG00000021364",41.3405273240303,-1.21561125124395,0.392269152559258,-3.09892134855116,0.0019422657392414,0.00728001095415275,"ENSMUSG00000021364","Elovl2","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 [Source:MGI Symbol;Acc:MGI:1858960]"
"ENSMUSG00000021365",297.055068656105,-0.148107567179467,0.236808254881958,-0.625432450626748,0.531687269626334,0.648354417264515,"ENSMUSG00000021365","Nedd9","neural precursor cell expressed, developmentally down-regulated gene 9 [Source:MGI Symbol;Acc:MGI:97302]"
"ENSMUSG00000021366",1794.25548826107,0.163421309012591,0.181376869166279,0.901004134450977,0.367586121438924,0.497145764560155,"ENSMUSG00000021366","Hivep1","human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]"
"ENSMUSG00000021368",96.0853088627381,-0.520771867243656,0.299228824392028,-1.74038001954444,0.0817923115704033,0.155781765134651,"ENSMUSG00000021368","Tbc1d7","TBC1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1914296]"
"ENSMUSG00000021371",159.694994510764,-1.20247962606731,0.412514061095705,-2.91500275862918,0.00355685398600428,0.0120119029139289,"ENSMUSG00000021371","Mcur1","mitochondrial calcium uniporter regulator 1 [Source:MGI Symbol;Acc:MGI:1923387]"
"ENSMUSG00000021373",582.133319308262,-1.20948868142632,0.198964522516609,-6.07891631195383,1.20997484602413e-09,2.65373481577117e-08,"ENSMUSG00000021373","Cap2","CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914502]"
"ENSMUSG00000021374",852.639763875036,0.291919457153022,0.186037016790646,1.56914716323111,0.116613652399746,0.206785128654514,"ENSMUSG00000021374","Nup153","nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]"
"ENSMUSG00000021375",446.011122458136,0.106096098311564,0.201093495748169,0.527595872342032,0.597779858498305,0.707303075284707,"ENSMUSG00000021375","Kif13a","kinesin family member 13A [Source:MGI Symbol;Acc:MGI:1098264]"
"ENSMUSG00000021376",55.4699545240276,-1.1923186075786,0.345711604526134,-3.44888222428318,0.000562912165664859,0.00254397322272507,"ENSMUSG00000021376","Tpmt","thiopurine methyltransferase [Source:MGI Symbol;Acc:MGI:98812]"
"ENSMUSG00000021377",1171.612196027,-0.559329857409993,0.445499003634563,-1.25551315007834,0.209292537414355,0.325098589152878,"ENSMUSG00000021377","Dek","DEK proto-oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]"
"ENSMUSG00000021379",9.50655307872516,0.658436292492044,0.72501703166162,0.908166655041216,0.363790178504804,0.493454785150391,"ENSMUSG00000021379","Id4","inhibitor of DNA binding 4 [Source:MGI Symbol;Acc:MGI:99414]"
"ENSMUSG00000021385",76.4080892103799,0.210847237260991,0.322972115739972,0.652834182845511,0.513863183879991,0.632590368548672,"ENSMUSG00000021385","Ippk","inositol 1,3,4,5,6-pentakisphosphate 2-kinase [Source:MGI Symbol;Acc:MGI:1922928]"
"ENSMUSG00000021391",13.7254617940639,-0.924965486026346,0.640124330060975,-1.44497786225098,0.148464103936369,0.249634465573464,"ENSMUSG00000021391","Cenpp","centromere protein P [Source:MGI Symbol;Acc:MGI:1913586]"
"ENSMUSG00000021392",711.301331920961,-0.381219829393618,0.284673437858868,-1.3391478750561,0.180522537555724,0.290444888582189,"ENSMUSG00000021392","Nol8","nucleolar protein 8 [Source:MGI Symbol;Acc:MGI:1918180]"
"ENSMUSG00000021395",695.923859379056,-1.09753303834577,0.272873514012119,-4.02213106801207,5.76739476939928e-05,0.000355738988593206,"ENSMUSG00000021395","Spin1","spindlin 1 [Source:MGI Symbol;Acc:MGI:109242]"
"ENSMUSG00000021400",229.144651127583,-0.250751915382668,0.206009139375115,-1.21718830602988,0.223532578406356,0.341820036544795,"ENSMUSG00000021400","Wrnip1","Werner helicase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926153]"
"ENSMUSG00000021408",76.9654724083137,0.553721303066501,0.296092296198607,1.87009696022313,0.0614703545407854,0.124295730301713,"ENSMUSG00000021408","Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1 [Source:MGI Symbol;Acc:MGI:108212]"
"ENSMUSG00000021411",31.2791796893449,-0.379953352819746,0.406080336479403,-0.935660554544034,0.349447986018275,0.479251021131841,"ENSMUSG00000021411","Pxdc1","PX domain containing 1 [Source:MGI Symbol;Acc:MGI:1914145]"
"ENSMUSG00000021413",2905.09608603799,0.443018136991966,0.282301990014681,1.56930575292412,0.116576712467883,0.206746629453164,"ENSMUSG00000021413","Prpf4b","pre-mRNA processing factor 4B [Source:MGI Symbol;Acc:MGI:109584]"
"ENSMUSG00000021416",17.2732480319068,-1.05228798919452,0.499889276446287,-2.1050421338806,0.0352876405849874,0.0798032977235883,"ENSMUSG00000021416","Eci3","enoyl-Coenzyme A delta isomerase 3 [Source:MGI Symbol;Acc:MGI:1916373]"
"ENSMUSG00000021417",123.882854182197,-1.01320885871605,0.256456316009479,-3.95080485628829,7.78888146251784e-05,0.000464223609698061,"ENSMUSG00000021417","Eci2","enoyl-Coenzyme A delta isomerase 2 [Source:MGI Symbol;Acc:MGI:1346064]"
"ENSMUSG00000021418",16.4355561269617,-0.245943947514419,0.585330205230839,-0.420179832369021,0.674354086554858,0.767074242066925,"ENSMUSG00000021418","Rpp40","ribonuclease P 40 subunit [Source:MGI Symbol;Acc:MGI:1346084]"
"ENSMUSG00000021420",69.5494339978286,-0.276404371057593,0.292896863210709,-0.943691810242256,0.345327160298882,0.475087305251076,"ENSMUSG00000021420","Fars2","phenylalanine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917205]"
"ENSMUSG00000021427",579.784270877595,-1.5479909041604,0.283581947062565,-5.45870751010424,4.79613096942843e-08,7.00131978935058e-07,"ENSMUSG00000021427","Ssr1","signal sequence receptor, alpha [Source:MGI Symbol;Acc:MGI:105082]"
"ENSMUSG00000021428",224.699183060517,0.416237747470496,0.333735480265205,1.24720855912512,0.212321035356936,0.328936480201503,"ENSMUSG00000021428","Riok1","RIO kinase 1 [Source:MGI Symbol;Acc:MGI:1918590]"
"ENSMUSG00000021431",244.539741332163,1.17062459354235,0.299420269590343,3.90963709686041,9.24348830005903e-05,0.000536280329750433,"ENSMUSG00000021431","Snrnp48","small nuclear ribonucleoprotein 48 (U11/U12) [Source:MGI Symbol;Acc:MGI:1915047]"
"ENSMUSG00000021432",51.4734530762713,1.75742828874346,0.452197345951343,3.88641884893451,0.000101733914133119,0.00058275933260389,"ENSMUSG00000021432","Slc35b3","solute carrier family 35, member B3 [Source:MGI Symbol;Acc:MGI:1913978]"
"ENSMUSG00000021448",559.892439110406,-0.0228524828619356,0.223660230257821,-0.102174994792739,0.918617775128537,0.946146340576968,"ENSMUSG00000021448","Shc3","src homology 2 domain-containing transforming protein C3 [Source:MGI Symbol;Acc:MGI:106179]"
"ENSMUSG00000021451",253.940068966048,0.23943969828466,0.222569420508196,1.07579782405842,0.28201768564668,0.409002467721326,"ENSMUSG00000021451","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D [Source:MGI Symbol;Acc:MGI:109244]"
"ENSMUSG00000021453",133.43671457367,1.62380324235419,0.300485171496854,5.40393801885558,6.51934799631066e-08,9.17167548164906e-07,"ENSMUSG00000021453","Gadd45g","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]"
"ENSMUSG00000021457",55.2682640059529,1.05881041485693,0.380202513412135,2.78485906196311,0.00535509938300277,0.0167939083445705,"ENSMUSG00000021457","Syk","spleen tyrosine kinase [Source:MGI Symbol;Acc:MGI:99515]"
"ENSMUSG00000021458",149.332380535033,1.77462060326269,0.286015201919332,6.20463734568628,5.48231764599057e-10,1.29891700457187e-08,"ENSMUSG00000021458","Aopep","aminopeptidase O [Source:MGI Symbol;Acc:MGI:1919311]"
"ENSMUSG00000021460",303.085433872805,-0.462544703973076,0.249466988025218,-1.85413191394414,0.0637202899036101,0.127873858940342,"ENSMUSG00000021460","Auh","AU RNA binding protein/enoyl-coenzyme A hydratase [Source:MGI Symbol;Acc:MGI:1338011]"
"ENSMUSG00000021461",12.9962916459747,1.39518533900951,0.72543254988066,1.92324612293593,0.0544491473097241,0.112855209752185,"ENSMUSG00000021461","Fancc","Fanconi anemia, complementation group C [Source:MGI Symbol;Acc:MGI:95480]"
"ENSMUSG00000021466",282.665067821971,0.229044467094968,0.241324908895819,0.949112415054707,0.342563440740675,0.472686132028561,"ENSMUSG00000021466","Ptch1","patched 1 [Source:MGI Symbol;Acc:MGI:105373]"
"ENSMUSG00000021468",177.680264801858,0.0375818767991834,0.288704149084883,0.130174356407098,0.896428482549572,0.929852771935589,"ENSMUSG00000021468","Sptlc1","serine palmitoyltransferase, long chain base subunit 1 [Source:MGI Symbol;Acc:MGI:1099431]"
"ENSMUSG00000021470",338.661252370737,0.360011560896508,0.256463012877977,1.4037562643304,0.160391441663803,0.264911006934731,"ENSMUSG00000021470","Ercc6l2","excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2 [Source:MGI Symbol;Acc:MGI:1923501]"
"ENSMUSG00000021474",230.718111180493,-0.282018385328949,0.21568767096008,-1.30753132097729,0.191032324723453,0.303470025795179,"ENSMUSG00000021474","Sfxn1","sideroflexin 1 [Source:MGI Symbol;Acc:MGI:2137677]"
"ENSMUSG00000021476",847.250441756693,-0.216996387915803,0.209627031385407,-1.0351546099837,0.300596712511221,0.428621044958758,"ENSMUSG00000021476","Habp4","hyaluronic acid binding protein 4 [Source:MGI Symbol;Acc:MGI:1891713]"
"ENSMUSG00000021477",524.193382032302,-2.06377803016367,0.24704475009898,-8.35386313344772,6.60658936260826e-17,6.74368851028344e-15,"ENSMUSG00000021477","Ctsl","cathepsin L [Source:MGI Symbol;Acc:MGI:88564]"
"ENSMUSG00000021478",30.0085285069572,0.111637958795649,0.423547588603411,0.263578312802488,0.79210487159699,0.855022321443965,"ENSMUSG00000021478","Drd1","dopamine receptor D1 [Source:MGI Symbol;Acc:MGI:99578]"
"ENSMUSG00000021481",100.191397859407,-0.124118683019543,0.353593065694901,-0.351021258789728,0.725572399738021,0.805311358090215,"ENSMUSG00000021481","Zfp346","zinc finger protein 346 [Source:MGI Symbol;Acc:MGI:1349417]"
"ENSMUSG00000021482",37.7902896754229,-1.0289035723421,0.396056359524362,-2.59787160993387,0.00938035599445977,0.0267537212144508,"ENSMUSG00000021482","Prxl2c","peroxiredoxin like 2C [Source:MGI Symbol;Acc:MGI:1913379]"
"ENSMUSG00000021483",14.1610718320109,1.28171603187786,0.725922725534407,1.76563701175534,0.0774567664359281,0.149262322375324,"ENSMUSG00000021483","Cdk20","cyclin-dependent kinase 20 [Source:MGI Symbol;Acc:MGI:2145349]"
